Particle ID,Area (ABD),Area (Filled),Aspect Ratio,Average Blue,Average Green,Average Red,Calibration Factor,Calibration Image,Camera,Capture X,Capture Y,Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Date,Diameter (ABD),Diameter (ESD),Diameter (FD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Image File,Image Height,Image Width,Image X,Image Y,Intensity,Length,Original Reference ID,Particles Per Chain,Perimeter,Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Scatter Area,Scatter Peak,Scatter Width,Sigma Intensity,Source Image,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Time,Timestamp,Transparency,Volume (ABD),Volume (ESD),Width
199,2.5357,2.5357,0.1570,201.7273,133.3030,138.9091,0.5544,1,1,323,842,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1225,0.2586,0.0352,3.8663,37.0362,0.2062,2024-04-08,1.7968,10.6414,1.7968,39.0606,9.2650,10.0469,75.0000,-15.0000,0.0000,1.6750,0.0000,0.0995,10.0948,1.0048,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,46,23,188,199,154.4242,16.9092,C4B775E8-AAB7-4E45-B511-04047E389ADA,3,22.1991,1.5133,0.6886,1.0421,0.5994,0.0000,0.0000,0.0000,4.9238,156,0.0000,0,0.0000,0.0000,5096.0000,0.2259,10:14:18,2024-04-08T10:14:18.425,0.8311,3.037487e+00,6.309500e+02,2.4948
200,2.2284,2.2284,0.1052,189.8276,129.4138,140.7241,0.5544,1,1,251,24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5422,0.5433,0.0355,1.8407,30.0113,0.2788,2024-04-08,1.6844,8.4084,1.6844,65.6087,9.2650,3.4966,35.0000,-50.0000,0.0000,2.3337,0.0000,0.2860,5.5827,1.5966,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,31,32,213,199,148.7931,13.0284,1130A464-1E8C-4C63-9B3C-98CAF04B9B46,2,14.3587,1.4668,0.7413,1.0874,0.4784,0.0000,0.0000,0.0000,6.2993,156,0.0000,0,0.0000,0.0000,4315.0000,0.4690,10:14:18,2024-04-08T10:14:18.425,0.7997,2.502306e+00,3.112710e+02,1.6632
201,1.8442,1.8442,0.1379,184.0000,137.5833,144.2917,0.5544,1,1,490,908,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5440,0.4299,0.0250,2.3259,31.8409,0.1825,2024-04-08,1.5323,8.9320,1.5323,47.8333,9.3280,5.1113,0.0000,-90.0000,0.0000,2.1218,0.0000,0.1956,6.1404,1.2013,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,18,38,247,199,152.2917,13.0284,FC2357F1-83EF-423C-9BBD-2EFD613FD983,2,14.6834,1.3374,0.7842,1.0488,0.4611,0.0000,0.0000,0.0000,7.4076,157,0.0000,0,0.0000,0.0000,3655.0000,0.5626,10:14:18,2024-04-08T10:14:18.484,0.8284,1.883911e+00,3.731168e+02,2.2176
202,1.5368,1.5368,0.1722,174.7500,138.0500,143.1500,0.5544,1,1,162,823,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7648,0.5989,0.1027,1.6697,14.9252,0.5128,2024-04-08,1.3988,3.6036,1.3988,47.9444,9.3280,2.9009,65.0000,-15.0000,0.0000,1.3785,0.0000,0.3447,4.2228,1.4557,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,25,17,287,199,149.6000,5.8212,6C716ECB-2B23-4A79-9125-52F402AD6D52,2,11.3570,1.2658,0.8192,1.0369,0.7609,0.0000,0.0000,0.0000,4.8000,157,0.0000,0,0.0000,0.0000,2992.0000,0.8323,10:14:18,2024-04-08T10:14:18.484,0.6118,1.433140e+00,2.450238e+01,1.1088
203,1.6136,1.6136,0.1102,189.2857,124.9524,126.8571,0.5544,1,1,122,757,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7343,0.4620,0.0548,2.1645,21.1416,0.4330,2024-04-08,1.4334,5.6210,1.4334,60.1905,9.4530,4.5816,-60.0000,45.0000,0.0000,1.7841,0.0000,0.2183,5.4380,1.1869,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,28,25,306,199,144.3333,9.7020,B88E40E0-10C5-4D63-BE16-CEB899EF3B28,2,13.2499,1.5149,0.6702,1.0152,0.6267,0.0000,0.0000,0.0000,8.7957,159,0.0000,0,0.0000,0.0000,3031.0000,0.5614,10:14:18,2024-04-08T10:14:18.603,0.7450,1.541958e+00,9.299067e+01,1.1088
204,2.4589,2.4589,0.1322,167.5625,139.5313,145.8438,0.5544,1,1,129,449,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4617,0.4872,0.0346,2.0523,32.7057,0.2370,2024-04-08,1.7694,9.3016,1.7694,52.4400,9.4530,4.2101,30.0000,-45.0000,0.0000,2.1108,0.0000,0.2375,6.4349,1.5285,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,34,33,333,199,148.7188,13.5828,32839777-BF83-4D6B-8E0E-167DD398F468,2,15.9268,1.2009,0.8704,1.0452,0.4870,0.0000,0.0000,0.0000,10.6426,159,0.0000,0,0.0000,0.0000,4759.0000,0.4596,10:14:18,2024-04-08T10:14:18.603,0.8098,2.900470e+00,4.213778e+02,1.9404
205,3.9957,3.9957,0.2215,159.1731,138.5962,141.1923,0.5544,1,1,209,865,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4182,0.6921,0.1475,1.4450,25.2654,0.5226,2024-04-08,2.2555,6.8530,2.2555,64.8148,9.5000,2.0522,40.0000,-50.0000,0.0000,1.8877,0.0000,0.4873,5.7270,2.7907,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,28,28,368,199,145.0000,10.8108,E20A7F31-2578-44D8-9759-4C7C19EDCC0E,2,17.0356,1.1485,0.8870,1.0187,0.6743,0.0000,0.0000,0.0000,9.5051,160,0.0000,0,0.0000,0.0000,7540.0000,0.2257,10:14:18,2024-04-08T10:14:18.661,0.6709,6.008257e+00,1.685159e+02,1.9404
206,1.3063,1.3063,0.1277,183.9412,138.7059,139.2353,0.5544,1,1,20,235,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7645,0.4014,0.0466,2.4916,19.8990,0.3333,2024-04-08,1.2897,5.1128,1.2897,25.2857,9.5620,5.6506,50.0000,-30.0000,0.0000,1.5815,0.0000,0.1770,5.4337,0.9616,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,29,20,398,199,152.2941,8.5932,37AE076D-FC65-4605-9C1D-46BEA615C994,2,12.7906,1.3261,0.7570,1.0038,0.6428,0.0000,0.0000,0.0000,3.9965,161,0.0000,0,0.0000,0.0000,2589.0000,0.7680,10:14:18,2024-04-08T10:14:18.719,0.7478,1.123096e+00,6.998018e+01,1.1088
207,1.6905,1.6905,0.4693,189.1364,133.9091,138.3182,0.5544,1,1,0,788,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7677,0.3491,0.2004,2.8647,13.1935,0.4400,2024-04-08,1.4671,3.1108,1.4671,33.6250,9.6250,6.8539,70.0000,-35.0000,0.6373,0.6108,0.0000,0.1459,6.8077,0.9933,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,22,17,420,199,150.8182,4.1580,1917793C-4E51-4844-A798-CB6C46D6433C,2,15.6020,1.4124,0.7313,1.0329,1.1826,0.0000,0.0000,0.0000,4.0411,162,0.0000,0,0.0000,0.0000,3318.0000,0.7143,10:14:18,2024-04-08T10:14:18.778,0.5284,1.653398e+00,1.576213e+01,2.2176
208,6.3799,6.3799,0.8105,165.1096,133.7671,139.1096,0.5544,1,1,302,483,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8892,1.0000,0.9734,1.0000,13.5877,1.0000,2024-04-08,2.8501,3.1570,2.8501,45.0370,9.6720,1.0000,30.0000,-90.0000,0.0000,1.0034,0.0000,1.0000,4.1441,4.1441,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,19,20,439,199,143.6986,4.1580,81AF0C02-266A-44EC-A4F6-FE73329BB9A6,1,16.5763,1.2343,0.8425,1.0399,1.2200,0.0000,0.0000,0.0000,8.9162,163,0.0000,0,0.0000,0.0000,10490.0000,0.8493,10:14:18,2024-04-08T10:14:18.836,0.0972,1.212215e+01,1.647488e+01,2.4948
209,3.6115,3.6115,0.3774,174.9574,133.1489,142.9149,0.5544,1,1,352,81,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5896,0.4897,0.4272,2.0420,14.5445,0.8545,2024-04-08,2.1444,3.4804,2.1444,82.1613,9.6720,4.1756,15.0000,-75.0000,0.4746,0.6781,0.0000,0.2395,7.7666,1.8600,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,17,23,461,199,146.7234,5.2668,0AB5F77E-26BB-4DB4-B469-98BC60E568C8,1,19.2532,1.3140,0.8169,1.0733,1.3237,0.0000,0.0000,0.0000,9.3073,163,0.0000,0,0.0000,0.0000,6896.0000,0.1120,10:14:18,2024-04-08T10:14:18.836,0.3839,5.162859e+00,2.207426e+01,1.6632
210,2.3820,2.3820,0.1305,180.9355,131.7742,138.3226,0.5544,1,1,138,570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5656,0.5807,0.0964,1.7219,20.4233,0.5439,2024-04-08,1.7415,5.4054,1.7415,56.5652,9.7340,3.0854,-45.0000,45.0000,0.0000,1.6871,0.0000,0.3241,5.4220,1.7573,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,25,27,486,199,147.2258,9.1476,178A60CE-299A-449C-BB52-5D1B5C45828F,2,14.3587,1.3731,0.7645,1.0497,0.7031,0.0000,0.0000,0.0000,5.1161,164,0.0000,0,0.0000,0.0000,4564.0000,0.6203,10:14:18,2024-04-08T10:14:18.895,0.6778,2.765579e+00,8.269555e+01,1.3860
211,1.4600,1.4600,0.1423,189.8421,136.6842,143.1053,0.5544,1,1,349,77,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7805,0.5378,0.0545,1.8596,19.6664,0.3333,2024-04-08,1.3634,5.0974,1.3634,40.0000,9.7340,3.5612,-55.0000,45.0000,0.0000,1.7628,0.0000,0.2808,4.5603,1.2806,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,24,27,515,199,153.3158,8.0388,EF296C49-C32E-41F5-A972-C5306CC94FAB,2,11.6818,1.3889,0.7538,1.0470,0.5940,0.0000,0.0000,0.0000,3.6714,164,0.0000,0,0.0000,0.0000,2913.0000,0.8493,10:14:18,2024-04-08T10:14:18.895,0.7325,1.327009e+00,6.934973e+01,1.3860
212,1.5368,1.5368,0.1319,166.8500,132.7500,146.2500,0.5544,1,1,895,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8400,0.4865,0.0275,2.0553,29.3674,0.1860,2024-04-08,1.3988,8.1620,1.3988,66.6316,9.7340,4.2200,15.0000,-55.0000,0.0000,2.3403,0.0000,0.2370,5.0933,1.2069,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,29,33,544,199,144.4500,11.9196,A2780AA5-DE10-45DD-AE42-7301DA9D5F9D,2,12.6004,1.2569,0.8765,1.1017,0.4291,0.0000,0.0000,0.0000,11.5865,164,0.0000,0,0.0000,0.0000,2889.0000,0.7689,10:14:18,2024-04-08T10:14:18.895,0.8286,1.433140e+00,2.847006e+02,1.6632
213,12.2286,12.2286,0.9520,156.4906,90.5566,83.3208,0.5544,1,1,41,383,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9161,1.0000,0.9957,1.0000,16.9434,1.0000,2024-04-08,3.9459,4.2812,3.9459,157.6563,9.7970,1.0000,20.0000,0.0000,0.0386,0.9628,0.0000,1.0000,4.8945,4.8945,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,21,21,579,199,109.4245,4.7124,C54C9DB0-B615-44F2-9FCA-DC5812231CDA,1,19.5779,1.7281,0.5324,0.9201,1.1555,0.0000,0.0000,0.0000,22.8993,165,0.0000,0,0.0000,0.0000,11599.0000,0.8692,10:14:18,2024-04-08T10:14:18.955,0.0783,3.216827e+01,4.108612e+01,3.6036
214,1.7673,1.7673,0.1602,178.0870,133.5652,139.7826,0.5544,1,1,77,308,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6920,0.5717,0.1087,1.7493,15.8498,0.5974,2024-04-08,1.5001,3.8346,1.5001,53.9500,9.7970,3.1812,-90.0000,5.0000,0.0000,1.3444,0.0000,0.3143,4.7422,1.4907,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,27,16,602,199,147.5217,6.3756,C099C73E-1903-406B-AAF8-F7465513FD8B,2,12.4658,1.3333,0.7849,1.0465,0.7865,0.0000,0.0000,0.0000,5.6173,165,0.0000,0,0.0000,0.0000,3393.0000,0.4823,10:14:18,2024-04-08T10:14:18.955,0.6088,1.767402e+00,2.952289e+01,1.1088
215,13.9451,13.9451,0.5225,169.3391,127.6522,131.1826,0.5544,1,1,330,160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6805,0.8271,0.7938,1.2090,19.5749,1.0000,2024-04-08,4.2137,5.0820,4.2137,67.1667,9.7970,1.0000,-60.0000,15.0000,0.0000,1.1962,0.0000,1.0000,5.7933,5.7933,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,25,22,620,199,140.5130,6.9300,62E81A87-3105-4B55-9ECA-75E4CF12D7F4,1,23.1734,1.3266,0.7747,1.0277,1.1838,0.0000,0.0000,0.0000,10.6652,165,0.0000,0,0.0000,0.0000,16159.0000,0.6886,10:14:18,2024-04-08T10:14:18.955,0.1709,3.917400e+01,6.872308e+01,3.0492
216,28.1885,28.1885,0.5065,171.4511,100.7283,94.1359,0.5544,1,1,833,92,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5824,0.6807,0.7312,1.4692,28.1917,0.9735,2024-04-08,5.9909,7.8386,5.9909,141.5600,9.8590,2.1506,-90.0000,0.0000,0.0201,0.9803,0.0000,0.4650,11.0283,5.1281,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,34,23,644,199,121.1087,10.8108,1371BD0E-A7F9-4171-B759-23C1E66C962C,1,32.3128,1.7021,0.5491,0.9346,1.1462,0.0000,0.0000,0.0000,19.1322,166,0.0000,0,0.0000,0.0000,22284.0000,0.4960,10:14:19,2024-04-08T10:14:19.013,0.2357,1.125830e+02,2.521820e+02,4.7124
217,4.6872,4.6872,0.6928,160.4918,109.2459,100.4590,0.5544,1,1,1224,888,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6675,0.3061,0.4989,3.2668,17.3665,0.7439,2024-04-08,2.4429,4.4660,2.4429,87.6279,9.9220,8.1401,0.0000,-90.0000,1.1222,0.4712,0.0000,0.1228,12.3539,1.5177,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,20,25,669,199,123.5410,5.8212,BEE3821D-0895-4547-AC89-9C19C8C375A5,1,27.7431,1.4691,0.6259,0.9196,1.5975,0.0000,0.0000,0.0000,16.9924,167,0.0000,0,0.0000,0.0000,7536.0000,0.4333,10:14:19,2024-04-08T10:14:19.073,0.4530,7.633755e+00,4.663960e+01,3.0492
218,1.8442,1.8442,0.2343,176.2500,143.2083,151.2500,0.5544,1,1,505,641,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7320,0.4222,0.1055,2.3687,17.9690,0.3934,2024-04-08,1.5323,4.5892,1.5323,51.9130,9.9220,5.2510,5.0000,-85.0000,0.0000,1.1135,0.0000,0.1904,6.2237,1.1852,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,17,26,696,199,154.0000,6.9300,E6F3EB7F-2DF1-441F-837C-DACD02D401DC,2,14.8180,1.2307,0.8582,1.0562,0.8246,0.0000,0.0000,0.0000,10.0995,167,0.0000,0,0.0000,0.0000,3696.0000,0.7226,10:14:19,2024-04-08T10:14:19.073,0.6661,1.883911e+00,5.060688e+01,1.3860
219,3.7652,3.7652,0.5153,190.8571,121.9592,114.4694,0.5544,1,1,343,77,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5858,0.6626,0.4793,1.5093,15.6065,0.8376,2024-04-08,2.1895,3.8654,2.1895,73.3214,9.9220,2.3084,-65.0000,0.0000,0.0129,0.9873,0.0000,0.4332,5.8963,2.5543,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,24,19,724,199,141.6939,5.8212,09EA6869-25A1-4510-B1D4-35DA947B0DE0,2,16.9010,1.5649,0.5998,0.9386,1.0829,0.0000,0.0000,0.0000,11.4557,167,0.0000,0,0.0000,0.0000,6943.0000,0.1666,10:14:19,2024-04-08T10:14:19.073,0.4336,5.495885e+00,3.024001e+01,2.2176
220,2.1515,2.1515,0.2201,194.3571,132.2857,132.7143,0.5544,1,1,152,422,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5447,0.4095,0.1509,2.4422,16.7413,0.5234,2024-04-08,1.6551,4.1118,1.6551,48.6538,10.0310,5.4901,-50.0000,45.0000,0.0000,1.0082,0.0000,0.1821,6.8737,1.2520,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,24,23,745,199,150.8929,6.9300,20EA3B23-4F5F-43F3-8CAE-C8F5F963D12D,2,16.2515,1.4692,0.6828,1.0032,0.9707,0.0000,0.0000,0.0000,8.6658,169,0.0000,0,0.0000,0.0000,4225.0000,0.3086,10:14:19,2024-04-08T10:14:19.189,0.5975,2.373999e+00,3.639943e+01,1.3860
221,10.3750,10.3750,0.7449,183.0729,92.7396,84.8854,0.5544,1,1,957,39,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8506,0.9542,0.9493,1.0480,16.4197,1.0000,2024-04-08,3.6345,4.0656,3.6345,153.6129,10.0310,1.0000,55.0000,0.0000,0.0000,1.0687,0.0000,1.0000,4.9281,4.9281,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,23,20,770,199,118.7917,5.2668,61744B8F-D090-42A7-9FA7-F8A7217CEFA2,1,19.7124,1.9741,0.4637,0.9153,1.2005,0.0000,0.0000,0.0000,17.4833,169,0.0000,0,0.0000,0.0000,11404.0000,0.7416,10:14:19,2024-04-08T10:14:19.189,0.1060,2.513900e+01,3.518622e+01,3.0492
222,1.6905,1.6905,0.1262,189.0909,141.5909,157.7727,0.5544,1,1,626,440,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7399,0.6747,0.0820,1.4822,17.4691,0.5570,2024-04-08,1.4671,4.4198,1.4671,61.3684,10.0930,2.2024,-55.0000,40.0000,0.0000,1.9395,0.0000,0.4541,3.8590,1.7522,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,24,24,792,199,157.6364,7.4844,FCD86E0C-1B4F-4608-A438-AE78B0C5FEB4,2,11.2225,1.3355,0.8344,1.1143,0.6424,0.0000,0.0000,0.0000,7.5651,170,0.0000,0,0.0000,0.0000,3468.0000,0.7380,10:14:19,2024-04-08T10:14:19.250,0.6681,1.653398e+00,4.520708e+01,1.1088
223,1.4600,1.4600,0.1462,203.5789,138.8947,140.2105,0.5544,1,1,356,420,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4556,0.2943,0.0511,3.3984,21.1991,0.3654,2024-04-08,1.3634,5.5594,1.3634,19.9231,10.0930,8.5596,-70.0000,30.0000,0.0000,1.2938,0.0000,0.1168,7.0701,0.8260,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,29,23,818,199,158.2632,9.1476,A83D6735-4EEB-4403-854A-74A0DB44710D,2,15.7922,1.4657,0.6887,1.0095,0.7449,0.0000,0.0000,0.0000,3.3692,170,0.0000,0,0.0000,0.0000,3007.0000,0.5683,10:14:19,2024-04-08T10:14:19.250,0.7548,1.327009e+00,8.996682e+01,1.3860
224,73.8961,73.8961,0.8156,161.4579,109.1289,109.0553,0.5544,1,1,331,325,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4262,0.3042,0.6746,3.2876,47.6476,0.6992,2024-04-08,9.6999,14.0140,9.6999,138.7048,10.1560,8.2066,-75.0000,15.0000,0.8309,0.5462,0.0000,0.1219,30.9596,3.7725,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,43,37,843,199,124.7658,16.9092,2802F560-079A-413C-927B-AB6926A39E72,2,69.4644,1.4795,0.6754,0.9993,1.4579,0.0000,0.0000,0.0000,25.7356,171,0.0000,0,0.0000,0.0000,47411.0000,0.3067,10:14:19,2024-04-08T10:14:19.307,0.3078,4.778554e+02,1.441070e+03,11.3652
225,6.7096,6.7096,0.6763,155.6133,104.7733,101.5600,0.5544,1,1,969,530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8407,0.9982,0.9274,1.0018,14.0221,1.0000,2024-04-08,2.9228,3.3264,2.9228,112.2963,10.2030,1.0000,35.0000,-65.0000,0.0000,1.1065,0.0000,1.0000,4.2589,4.2589,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,20,20,882,199,119.6533,4.7124,5BD1E965-38BF-43C7-A6C3-FDCFECCFD7FD,1,17.0356,1.4852,0.6526,0.9693,1.2149,0.0000,0.0000,0.0000,23.3641,172,0.0000,0,0.0000,0.0000,8974.0000,0.9028,10:14:19,2024-04-08T10:14:19.366,0.1213,1.307395e+01,1.927179e+01,2.2176
226,2.3820,2.3820,0.1767,180.4839,137.7419,147.6774,0.5544,1,1,265,452,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3826,0.3771,0.0917,2.6520,21.8998,0.4662,2024-04-08,1.7415,5.7904,1.7415,48.7143,10.2030,6.1695,50.0000,-35.0000,0.0000,1.2654,0.0000,0.1621,7.6671,1.2427,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,29,23,904,199,151.6452,9.7020,D6075895-C1BB-41C4-9A3D-9102CCA0C98A,2,17.8196,1.3103,0.8182,1.0721,0.8137,0.0000,0.0000,0.0000,5.9760,172,0.0000,0,0.0000,0.0000,4701.0000,0.4014,10:14:19,2024-04-08T10:14:19.366,0.6992,2.765579e+00,1.016540e+02,1.6632
227,8.9387,8.9387,0.4337,165.6477,129.2614,136.3295,0.5544,1,1,1011,187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3897,0.3855,0.3634,2.5938,28.6916,0.5101,2024-04-08,3.3736,8.0080,3.3736,41.8571,10.2030,5.9813,45.0000,-45.0000,0.1191,0.8935,0.0000,0.1672,12.7193,2.1265,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,31,29,929,199,140.9545,11.3652,332D3858-EB2C-4DB7-9E3A-AFCC60ED4621,2,29.6916,1.2815,0.8230,1.0547,1.0349,0.0000,0.0000,0.0000,8.1435,172,0.0000,0,0.0000,0.0000,12404.0000,0.5100,10:14:19,2024-04-08T10:14:19.366,0.5787,2.010383e+01,2.688876e+02,4.1580
228,8.4121,8.4121,0.3038,178.1412,136.3647,138.1529,0.5544,1,1,865,156,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4573,0.4208,0.4713,2.3767,22.2119,0.8854,2024-04-08,3.2727,5.8674,3.2727,39.8444,10.2030,5.2770,-85.0000,0.0000,0.2836,0.7791,0.0000,0.1895,11.7416,2.2250,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,30,18,960,199,149.0706,9.1476,CFC5300C-09D5-4005-9D33-4F4B681B5BE3,1,27.9333,1.3064,0.7755,1.0131,1.2576,0.0000,0.0000,0.0000,8.4919,172,0.0000,0,0.0000,0.0000,12671.0000,0.3926,10:14:19,2024-04-08T10:14:19.366,0.4422,1.835346e+01,1.057635e+02,2.2176
229,1.7673,1.7673,0.1243,194.7391,130.1304,133.2609,0.5544,1,1,324,510,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7033,0.4309,0.0783,2.3208,19.0875,0.5169,2024-04-08,1.5001,4.8972,1.5001,53.3043,10.2650,5.0949,-50.0000,30.0000,0.0000,1.4319,0.0000,0.1963,6.0014,1.1779,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,27,23,980,199,149.8261,8.5932,34F5F69F-F9E8-4C43-B0A4-686BB5009BE1,2,14.3587,1.4965,0.6843,1.0241,0.7523,0.0000,0.0000,0.0000,9.8363,173,0.0000,0,0.0000,0.0000,3446.0000,0.7374,10:14:19,2024-04-08T10:14:19.426,0.6937,1.767402e+00,6.149533e+01,1.1088
230,2.5357,2.5357,0.1545,180.2727,131.6061,136.7576,0.5544,1,1,162,858,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4391,0.4826,0.1057,2.0721,20.8370,0.4925,2024-04-08,1.7968,5.5286,1.7968,66.8462,10.3280,4.2759,65.0000,-5.0000,0.0000,1.3048,0.0000,0.2339,6.5856,1.5402,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,30,16,1005,199,146.7576,8.5932,97D24F84-AA93-4E01-B5BF-9033EAF13F50,2,16.2515,1.3698,0.7586,1.0391,0.7799,0.0000,0.0000,0.0000,9.0152,174,0.0000,0,0.0000,0.0000,4843.0000,0.3343,10:14:19,2024-04-08T10:14:19.485,0.6750,3.037487e+00,8.847980e+01,1.3860
231,29.9322,29.9322,0.9330,147.0000,106.7552,107.7031,0.5544,1,1,500,784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9271,0.9768,0.9946,1.0237,24.1841,1.0000,2024-04-08,6.1734,6.5450,6.1734,97.1707,10.3280,1.0000,-90.0000,40.0000,0.0000,1.0061,0.0000,1.0000,6.8882,6.8882,7-Pygsuia-SF-SW-sulfate-day5-sample2-replicate3-08April2024_000001.tif,27,26,1023,199,118.8854,6.9300,42BDD5D9-BB6E-4DB3-B7D0-8360056C796F,1,27.5528,1.3770,0.7327,1.0089,1.1393,0.0000,0.0000,0.0000,21.6691,174,0.0000,0,0.0000,0.0000,22826.0000,0.9092,10:14:19,2024-04-08T10:14:19.485,0.0568,1.231890e+02,1.468005e+02,5.8212
