Particle ID,Area (ABD),Area (Filled),Aspect Ratio,Average Blue,Average Green,Average Red,Calibration Factor,Calibration Image,Camera,Capture X,Capture Y,Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Date,Diameter (ABD),Diameter (ESD),Diameter (FD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Image File,Image Height,Image Width,Image X,Image Y,Intensity,Length,Original Reference ID,Particles Per Chain,Perimeter,Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Scatter Area,Scatter Peak,Scatter Width,Sigma Intensity,Source Image,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Time,Timestamp,Transparency,Volume (ABD),Volume (ESD),Width
214,1.9978,1.9978,0.1790,180.1154,144.2308,157.8846,0.5544,1,1,668,607,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5411,0.3802,0.2541,2.6300,12.9348,1.0000,2024-04-08,1.5949,3.0030,1.5949,52.0000,8.8590,6.0985,-35.0000,65.0000,0.3255,0.7544,0.0000,0.1640,6.9810,1.1447,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,16,23,836,221,156.5769,5.2668,0DCEE790-0FBA-4B5B-A45C-5AD14E801D83,1,16.2515,1.2488,0.8766,1.0947,1.2564,0.0000,0.0000,0.0000,7.5047,149,0.0000,0,0.0000,0.0000,4071.0000,0.4956,10:33:02,2024-04-08T10:33:02.014,0.4689,2.124240e+00,1.417962e+01,1.1088
215,2.9199,2.9199,0.2910,175.9474,141.0789,144.5000,0.5544,1,1,409,113,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6717,0.4693,0.2149,2.1310,17.0985,0.5630,2024-04-08,1.9281,4.3120,1.9281,49.4483,8.9220,4.4709,-65.0000,40.0000,0.1334,0.8823,0.0000,0.2237,7.2263,1.6163,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,23,24,861,221,151.9737,6.3756,893A11AF-79E7-4D65-A4F8-0CFCF96927FB,2,17.6851,1.2472,0.8213,1.0242,1.0343,0.0000,0.0000,0.0000,6.0327,150,0.0000,0,0.0000,0.0000,5775.0000,0.4656,10:33:02,2024-04-08T10:33:02.072,0.5528,3.753348e+00,4.197927e+01,1.6632
216,15.3084,24.5368,0.8101,172.7787,120.9016,124.5246,0.5544,1,1,265,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8728,0.9653,0.9761,1.0360,22.5358,1.0000,2024-04-08,4.4149,5.9906,5.5894,83.6750,8.9220,1.0000,-90.0000,0.0000,0.0000,1.0723,0.0000,1.0000,6.4626,6.4626,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,25,23,887,221,136.8033,6.9300,11FFD0CF-EEEB-4322-8033-3F259A87693D,1,25.8502,1.4291,0.7207,1.0300,1.1471,0.0000,0.0000,0.0000,12.7200,150,0.0000,0,0.0000,0.0000,16690.0000,0.8937,10:33:02,2024-04-08T10:33:02.072,0.2630,4.505641e+01,1.125666e+02,4.7124
217,1.8442,1.8442,0.1576,180.0833,140.1250,147.6667,0.5544,1,1,794,770,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6677,0.5175,0.1147,1.9325,16.2427,0.6154,2024-04-08,1.5323,3.9886,1.5323,51.4000,8.9680,3.8087,40.0000,-50.0000,0.0000,1.3074,0.0000,0.2626,5.3005,1.3917,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,24,22,912,221,152.9583,6.9300,55810D6F-2FF1-44D3-9CB8-6C2ECBEF2230,2,13.3844,1.2852,0.8200,1.0538,0.8240,0.0000,0.0000,0.0000,5.2240,151,0.0000,0,0.0000,0.0000,3671.0000,0.6567,10:33:02,2024-04-08T10:33:02.131,0.6158,1.883911e+00,3.322462e+01,1.3860
218,22.8461,22.8461,0.7315,158.1069,99.2075,96.0126,0.5544,1,1,935,126,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7841,0.8745,0.9204,1.1435,22.9539,1.0000,2024-04-08,5.3934,6.1446,5.3934,121.5238,8.9680,1.0000,35.0000,-70.0000,0.0000,1.2134,0.0000,1.0000,6.6249,6.6249,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,25,25,936,221,116.4465,8.0388,EA4952D2-E7DE-40EA-A8B4-0E420C5587D9,1,26.4998,1.5937,0.6073,0.9678,1.1545,0.0000,0.0000,0.0000,23.3243,151,0.0000,0,0.0000,0.0000,18515.0000,0.7059,10:33:02,2024-04-08T10:33:02.131,0.1223,8.214513e+01,1.214729e+02,4.7124
219,31.2497,49.2256,0.9629,152.3283,119.2222,134.2071,0.5544,1,1,710,892,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9263,0.9847,0.9961,1.0155,29.5160,1.0000,2024-04-08,6.3078,8.2852,7.9168,113.8654,9.0310,1.0000,10.0000,-90.0000,0.0000,1.0428,0.0000,1.0000,8.2406,8.2406,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,28,29,963,221,130.8636,8.5932,71AD02EE-F413-44BD-B226-D26B8237C3CC,1,32.9623,1.2777,0.8810,1.1257,1.1168,0.0000,0.0000,0.0000,15.2603,152,0.0000,0,0.0000,0.0000,25911.0000,0.8807,10:33:02,2024-04-08T10:33:02.190,0.2387,1.314111e+02,2.977883e+02,7.4844
220,1.4600,1.4600,0.1610,181.8947,139.1579,149.2632,0.5544,1,1,426,853,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8267,0.4393,0.0475,2.2765,21.0499,0.2585,2024-04-08,1.3634,5.5748,1.3634,43.8500,9.0310,4.9497,-45.0000,50.0000,0.0000,1.5983,0.0000,0.2020,5.3764,1.0862,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,25,28,994,221,153.1053,8.5932,0A32F723-D9BE-4D37-8095-6C855B37F8F8,2,12.9251,1.3071,0.8206,1.0726,0.6140,0.0000,0.0000,0.0000,5.4858,152,0.0000,0,0.0000,0.0000,2909.0000,0.7379,10:33:02,2024-04-08T10:33:02.190,0.7554,1.327009e+00,9.071654e+01,1.6632
221,2.0747,2.0747,0.1247,199.1111,131.3704,139.8889,0.5544,1,1,452,534,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7130,0.6242,0.0681,1.6020,21.3301,0.4538,2024-04-08,1.6253,5.6518,1.6253,76.9000,9.0310,2.6562,-90.0000,-5.0000,0.0000,1.9484,0.0000,0.3765,4.6950,1.7676,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,32,16,1024,221,152.5926,9.1476,574358F5-D1B7-4DB4-8765-0DC49E126B68,2,12.9251,1.5156,0.7026,1.0648,0.6060,0.0000,0.0000,0.0000,7.7089,152,0.0000,0,0.0000,0.0000,4120.0000,0.6296,10:33:02,2024-04-08T10:33:02.190,0.7124,2.247963e+00,9.452768e+01,1.1088
222,2.6126,2.6126,0.1630,186.1765,142.3824,152.5588,0.5544,1,1,708,388,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6642,0.4972,0.1251,2.0112,19.4196,0.5812,2024-04-08,1.8238,5.0358,1.8238,60.2308,9.0310,4.0728,5.0000,-65.0000,0.0000,1.2322,0.0000,0.2455,6.5239,1.6018,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,21,28,1042,221,156.6176,8.0388,5689F55D-1405-4358-B450-331ADB47D263,2,16.2515,1.3076,0.8194,1.0715,0.8369,0.0000,0.0000,0.0000,8.0404,152,0.0000,0,0.0000,0.0000,5325.0000,0.6528,10:33:02,2024-04-08T10:33:02.190,0.6378,3.176595e+00,6.686580e+01,1.3860
223,2.0747,2.0747,0.2214,198.5556,132.1852,140.7037,0.5544,1,1,845,904,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3538,0.2952,0.0508,3.3870,25.6850,0.2488,2024-04-08,1.6253,7.0070,1.6253,32.2581,9.1560,8.5232,50.0000,-35.0000,0.0000,1.2854,0.0000,0.1173,8.4102,0.9867,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,31,25,1072,221,153.0000,10.8108,5C015E18-4190-4A85-BC7C-B562BAEC7A2A,2,18.7939,1.5021,0.7086,1.0644,0.7317,0.0000,0.0000,0.0000,4.0277,154,0.0000,0,0.0000,0.0000,4131.0000,0.4920,10:33:02,2024-04-08T10:33:02.309,0.7680,2.247963e+00,1.801337e+02,2.2176
224,19.5249,32.5751,0.8999,159.4615,114.5524,110.0350,0.5544,1,1,938,341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8914,0.9465,0.9858,1.0565,25.1428,1.0000,2024-04-08,4.9860,6.8068,6.4402,172.7778,9.1560,1.0000,-85.0000,0.0000,0.0000,1.0376,0.0000,1.0000,7.2130,7.2130,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,27,26,1099,221,127.4336,7.4844,CC3B9936-2BD5-4C6A-999E-6C040B21297A,1,28.8519,1.3920,0.6900,0.9606,1.1475,0.0000,0.0000,0.0000,21.3475,154,0.0000,0,0.0000,0.0000,18223.0000,0.8444,10:33:02,2024-04-08T10:33:02.309,0.2675,6.490043e+01,1.651306e+02,6.3756
225,1.9210,1.9210,0.2771,153.8400,124.0000,133.9200,0.5544,1,1,1113,42,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6907,0.5138,0.2151,1.9464,13.9344,0.6849,2024-04-08,1.5639,3.3110,1.5639,68.7143,9.2030,3.8553,0.0000,65.0000,0.0334,0.9677,0.0000,0.2594,5.4428,1.4118,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,18,25,1127,221,134.0000,5.2668,216FA373-1845-4017-857E-73C41FC5D63C,2,13.7092,1.2406,0.8705,1.0800,0.9838,0.0000,0.0000,0.0000,9.6995,155,0.0000,0,0.0000,0.0000,3350.0000,0.3665,10:33:02,2024-04-08T10:33:02.366,0.5277,2.002873e+00,1.900536e+01,1.3860
226,1.9210,1.9210,0.1459,194.6400,143.2800,151.6800,0.5544,1,1,684,295,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4923,0.3204,0.2253,3.1212,13.5880,1.0000,2024-04-08,1.5639,3.1724,1.5639,41.5357,9.3280,7.6752,-90.0000,0.0000,0.3192,0.7580,0.0000,0.1303,7.6796,1.0006,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,25,13,1154,221,159.6000,5.8212,6281CBFB-3475-4B9C-A918-E8B8A6DE2630,1,17.3603,1.3585,0.7793,1.0586,1.2776,0.0000,0.0000,0.0000,6.0597,157,0.0000,0,0.0000,0.0000,3990.0000,0.7626,10:33:02,2024-04-08T10:33:02.485,0.5070,2.002873e+00,1.671716e+01,0.8316
227,1.6905,1.6905,0.1809,164.3182,134.9545,139.5909,0.5544,1,1,1174,571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7744,0.4314,0.0718,2.3178,19.4252,0.3492,2024-04-08,1.4671,5.0512,1.4671,29.2273,9.3900,5.0850,45.0000,-30.0000,0.0000,1.3709,0.0000,0.1967,5.8638,1.1532,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,27,22,1169,221,144.2727,8.0388,064C018F-8CFB-4786-8373-4F01AE889876,2,14.0339,1.2176,0.8495,1.0344,0.7225,0.0000,0.0000,0.0000,5.8168,158,0.0000,0,0.0000,0.0000,3174.0000,0.8582,10:33:02,2024-04-08T10:33:02.543,0.7096,1.653398e+00,6.748113e+01,1.3860
228,1.9210,1.9210,0.0736,178.8800,128.0000,139.5600,0.5544,1,1,115,623,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7881,0.6551,0.0259,1.5266,30.9443,0.3049,2024-04-08,1.5639,8.6702,1.5639,81.5789,9.5000,2.3748,-35.0000,55.0000,0.0000,3.3095,0.0000,0.4211,4.2717,1.7988,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,27,37,1193,221,144.5600,14.1372,C2B3062D-6DC3-4108-AD24-BCD89906C596,2,12.1411,1.3975,0.7802,1.0903,0.3924,0.0000,0.0000,0.0000,12.0003,160,0.0000,0,0.0000,0.0000,3614.0000,0.8711,10:33:02,2024-04-08T10:33:02.661,0.8196,2.002873e+00,3.412605e+02,1.3860
229,7.5501,7.5501,0.6942,189.2625,138.3750,133.0500,0.5544,1,1,83,815,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6209,0.2583,0.4307,3.8713,22.1028,0.6226,2024-04-08,3.1005,5.8828,3.1005,28.1404,9.5620,10.0627,-40.0000,-90.0000,1.1017,0.4758,0.0000,0.0994,15.7299,1.5632,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,23,27,1232,221,153.0375,7.4844,AC0D8852-97BB-4E6E-AE2D-E694122961D6,2,34.5861,1.3678,0.7030,0.9615,1.5648,0.0000,0.0000,0.0000,3.7365,161,0.0000,0,0.0000,0.0000,12243.0000,0.5706,10:33:02,2024-04-08T10:33:02.720,0.4730,1.560606e+01,1.065984e+02,4.1580
230,552.3200,584.6665,0.6136,178.9052,125.9568,121.6574,0.5544,1,1,85,116,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0419,0.4377,23.8582,150.2140,0.4423,2024-04-08,26.5186,46.6928,27.2841,66.2169,9.5620,72.9390,-60.0000,15.0000,3.1697,0.2398,0.0000,0.0137,225.3891,3.0901,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,109,88,0,304,141.2924,54.0540,866B15D7-6A87-4A0A-AC14-FE727F821337,8,456.9585,1.4204,0.6800,0.9659,3.0420,0.0000,0.0000,0.0000,15.5848,161,0.0000,0,0.0000,0.0000,303920.0000,0.1901,10:33:02,2024-04-08T10:33:02.720,0.4321,9.764498e+03,5.330260e+04,34.6500
231,1.9210,1.9210,0.1405,193.9600,130.2400,136.0800,0.5544,1,1,170,319,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5671,0.4683,0.0626,2.1352,22.0095,0.3546,2024-04-08,1.5639,5.7596,1.5639,42.6957,9.6250,4.4849,35.0000,-45.0000,0.0000,1.5583,0.0000,0.2230,5.8704,1.3089,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,26,27,90,304,150.0000,9.1476,1F0E7849-5A79-47BB-A94F-E9C2E0B1C7AD,2,14.3587,1.4893,0.7016,1.0448,0.6524,0.0000,0.0000,0.0000,3.6442,162,0.0000,0,0.0000,0.0000,3750.0000,0.4753,10:33:02,2024-04-08T10:33:02.780,0.7285,2.002873e+00,1.000404e+02,1.6632
232,17.4949,17.4949,0.7797,173.3684,97.3459,90.1053,0.5544,1,1,961,736,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8389,0.9411,0.9541,1.0626,20.1376,1.0000,2024-04-08,4.7197,5.2668,4.7197,152.5526,9.6870,1.0000,-55.0000,-90.0000,0.0000,1.1865,0.0000,1.0000,5.8409,5.8409,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,22,24,119,304,119.2556,6.9300,1FA6046C-35B9-46CC-9C2A-66EF3334C3FB,1,23.3636,1.7810,0.5197,0.9256,1.1602,0.0000,0.0000,0.0000,18.8941,163,0.0000,0,0.0000,0.0000,15861.0000,0.7731,10:33:02,2024-04-08T10:33:02.838,0.1039,5.504679e+01,7.649607e+01,4.1580
233,18.0999,29.0585,0.8677,149.0441,114.0368,128.4926,0.5544,1,1,1079,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8909,0.9754,0.9840,1.0252,23.9399,1.0000,2024-04-08,4.8006,6.4834,6.0826,103.4884,9.6870,1.0000,35.0000,-90.0000,0.0000,1.0973,0.0000,1.0000,6.8209,6.8209,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,25,26,145,304,126.1250,7.4844,F4BF7B3D-B4A6-4830-AB97-0B912253B45B,1,27.2838,1.3070,0.8621,1.1268,1.1397,0.0000,0.0000,0.0000,15.5381,163,0.0000,0,0.0000,0.0000,17153.0000,0.8212,10:33:02,2024-04-08T10:33:02.838,0.2596,5.792672e+01,1.426944e+02,5.8212
234,30.1512,30.1512,0.7919,162.1813,96.7513,89.4819,0.5544,1,1,93,744,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8540,0.9780,0.9664,1.0225,24.4964,1.0000,2024-04-08,6.1959,6.6374,6.1959,156.3636,9.7340,1.0000,45.0000,-55.0000,0.0000,1.1647,0.0000,1.0000,6.9021,6.9021,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,25,26,173,304,115.4767,8.0388,118BBE98-66A9-41B8-B73E-B282A84A2A19,1,27.6086,1.6763,0.5517,0.9249,1.1270,0.0000,0.0000,0.0000,17.7889,164,0.0000,0,0.0000,0.0000,22287.0000,0.8279,10:33:02,2024-04-08T10:33:02.896,0.0665,1.245435e+02,1.531061e+02,5.2668
235,1.5368,1.5368,0.1368,179.4000,147.2000,152.9000,0.5544,1,1,445,308,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6441,0.4400,0.0626,2.2727,19.3512,0.4444,2024-04-08,1.3988,4.9126,1.3988,48.6190,9.7340,4.9373,-90.0000,0.0000,0.0000,1.4592,0.0000,0.2025,5.5091,1.1158,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,30,16,201,304,157.4500,8.0388,235227C5-1154-45BC-B6E6-0135F374B9A9,2,13.2499,1.2188,0.8523,1.0387,0.6847,0.0000,0.0000,0.0000,8.7891,164,0.0000,0,0.0000,0.0000,3149.0000,0.4360,10:33:02,2024-04-08T10:33:02.896,0.7153,1.433140e+00,6.207730e+01,1.3860
236,1.5368,1.5368,0.3312,172.5000,132.0000,140.3500,0.5544,1,1,1138,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8326,0.4624,0.1486,2.1626,13.4528,0.4651,2024-04-08,1.3988,3.0800,1.3988,25.3500,9.7970,4.5756,-75.0000,25.0000,0.1254,0.8885,0.0000,0.2186,5.3035,1.1591,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,22,21,219,304,145.1000,4.7124,C834A8C4-717D-4624-9B64-E95423C43827,2,12.9251,1.3068,0.8136,1.0633,0.9608,0.0000,0.0000,0.0000,1.6703,165,0.0000,0,0.0000,0.0000,2902.0000,0.8022,10:33:02,2024-04-08T10:33:02.956,0.5458,1.433140e+00,1.529857e+01,1.6632
237,1.6136,1.6136,0.0959,192.5714,134.8571,142.8571,0.5544,1,1,351,300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7003,0.5627,0.0515,1.7773,20.7085,0.4468,2024-04-08,1.4334,5.4208,1.4334,56.2500,9.8590,3.2786,40.0000,-40.0000,0.0000,1.9885,0.0000,0.3050,4.6002,1.4031,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,28,23,242,304,153.0476,9.1476,8176AF8E-1440-4B96-ACBD-2457C2792A79,2,12.0066,1.4280,0.7418,1.0593,0.5798,0.0000,0.0000,0.0000,8.3977,166,0.0000,0,0.0000,0.0000,3214.0000,0.7643,10:33:03,2024-04-08T10:33:03.013,0.7356,1.541958e+00,8.340436e+01,1.1088
238,1.5368,1.5368,0.2173,178.4000,152.2500,158.1500,0.5544,1,1,744,391,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7766,0.4400,0.0722,2.2727,19.7319,0.3540,2024-04-08,1.3988,5.1282,1.3988,23.7619,9.9220,4.9373,55.0000,-35.0000,0.0000,1.4592,0.0000,0.2025,5.5091,1.1158,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,29,20,267,304,160.7500,8.0388,188E2BCC-8817-46E3-AE15-EFC17027451A,2,13.2499,1.1718,0.8865,1.0388,0.6715,0.0000,0.0000,0.0000,3.6452,167,0.0000,0,0.0000,0.0000,3215.0000,0.7260,10:33:03,2024-04-08T10:33:03.072,0.7272,1.433140e+00,7.061443e+01,1.6632
239,19.1159,19.1159,0.8106,157.2270,96.8298,92.9574,0.5544,1,1,597,384,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8625,0.9488,0.9674,1.0539,20.4548,1.0000,2024-04-08,4.9335,5.3746,4.9335,156.2162,9.9680,1.0000,-85.0000,0.0000,0.0000,1.0645,0.0000,1.0000,5.9893,5.9893,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,25,23,289,304,114.4468,6.3756,C88D03A0-58F6-49E4-ADD7-C5442E5E07F7,1,23.9574,1.6237,0.5912,0.9600,1.1712,0.0000,0.0000,0.0000,24.8020,168,0.0000,0,0.0000,0.0000,16137.0000,0.8603,10:33:03,2024-04-08T10:33:03.132,0.0821,6.287193e+01,8.128999e+01,4.7124
240,2.9199,2.9199,0.2648,171.7105,146.4474,147.3684,0.5544,1,1,501,221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5478,0.3090,0.1908,3.2366,18.8767,0.5846,2024-04-08,1.9281,4.8818,1.9281,42.0556,9.9680,8.0439,-85.0000,15.0000,0.2951,0.7722,0.0000,0.1243,9.6928,1.2050,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,28,20,314,304,154.1053,7.4844,E3D7034B-BA59-48FA-B729-0A9087332434,2,21.7955,1.1725,0.8582,1.0063,1.1546,0.0000,0.0000,0.0000,6.8855,168,0.0000,0,0.0000,0.0000,5856.0000,0.5889,10:33:03,2024-04-08T10:33:03.132,0.6050,3.753348e+00,6.091701e+01,1.9404
241,1.7673,1.7673,0.2180,187.8696,122.8261,132.2609,0.5544,1,1,1082,805,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7297,0.5060,0.1080,1.9762,16.3044,0.4299,2024-04-08,1.5001,4.0810,1.5001,41.5714,10.0310,3.9557,-65.0000,25.0000,0.0000,1.2056,0.0000,0.2528,5.2881,1.3368,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,24,22,336,304,143.4348,6.3756,367FDD6E-3A68-4A1E-B1C4-F765B67A8A6C,2,13.2499,1.5296,0.7040,1.0768,0.8127,0.0000,0.0000,0.0000,6.9459,169,0.0000,0,0.0000,0.0000,3299.0000,0.4334,10:33:03,2024-04-08T10:33:03.191,0.6324,1.767402e+00,3.558758e+01,1.6632
242,6.3799,6.3799,0.4642,196.5616,125.0274,123.6849,0.5544,1,1,595,130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5281,0.4606,0.5262,2.1711,18.0610,0.8957,2024-04-08,2.8501,4.6354,2.8501,89.5789,10.0310,4.6033,-80.0000,0.0000,0.4665,0.6819,0.0000,0.2172,10.1630,2.2077,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,26,19,360,304,146.3014,6.9300,42043D86-FE8D-466A-8F70-129FEAF1C36C,1,24.7414,1.5721,0.6292,0.9893,1.3699,0.0000,0.0000,0.0000,13.7110,169,0.0000,0,0.0000,0.0000,10680.0000,0.2527,10:33:03,2024-04-08T10:33:03.191,0.3851,1.212215e+01,5.215072e+01,2.4948
243,11.4799,11.4799,0.7785,204.4510,107.0882,85.5686,0.5544,1,1,392,34,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8758,1.0000,0.9698,1.0000,16.5966,1.0000,2024-04-08,3.8232,4.1118,3.8232,158.1667,10.0310,1.0000,55.0000,-50.0000,0.0000,1.0866,0.0000,1.0000,4.8469,4.8469,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,22,21,381,304,133.7255,5.2668,8C11F56F-B772-4DB6-889A-C6B97DC46E5D,1,19.3877,1.9092,0.4185,0.7990,1.1682,0.0000,0.0000,0.0000,12.3234,169,0.0000,0,0.0000,0.0000,13640.0000,0.8581,10:33:03,2024-04-08T10:33:03.191,0.0702,2.925994e+01,3.639943e+01,3.0492
244,3.9957,3.9957,0.3482,194.8654,125.1346,133.5385,0.5544,1,1,417,262,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2804,0.4007,0.1204,2.4959,28.6601,0.3312,2024-04-08,2.2555,7.9464,2.2555,89.0000,10.0930,5.6645,-30.0000,60.0000,0.0000,1.2527,0.0000,0.1765,9.5149,1.6798,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,27,34,404,304,146.8846,11.9196,649A61E0-DF1E-4DDF-89BC-7C3FEE59804C,2,22.3893,1.5572,0.6853,1.0672,0.7812,0.0000,0.0000,0.0000,9.5104,170,0.0000,0,0.0000,0.0000,7638.0000,0.2270,10:33:03,2024-04-08T10:33:03.249,0.7162,6.008257e+00,2.627301e+02,3.6036
245,5.5731,5.5731,0.7833,171.3382,95.3088,94.6618,0.5544,1,1,978,371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8715,0.9782,0.9601,1.0223,13.1703,1.0000,2024-04-08,2.6638,3.1108,2.6638,160.6000,10.1560,1.0000,75.0000,0.0000,0.0000,1.0150,0.0000,1.0000,4.0965,4.0965,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,21,19,440,304,117.9118,4.1580,6551A112-C661-4B35-AB42-1D5E5EE5AD7F,1,16.3860,1.7977,0.5525,0.9932,1.2442,0.0000,0.0000,0.0000,20.4686,171,0.0000,0,0.0000,0.0000,8018.0000,0.7936,10:33:03,2024-04-08T10:33:03.307,0.1437,9.897115e+00,1.576213e+01,2.4948
246,9.6513,9.6513,0.7488,155.9348,90.5000,88.1087,0.5544,1,1,998,237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8357,0.9918,0.9393,1.0083,16.0137,1.0000,2024-04-08,3.5055,3.9270,3.5055,163.5333,10.1560,1.0000,-70.0000,0.0000,0.0000,1.1130,0.0000,1.0000,4.7321,4.7321,7-Pygsuia-SF-SW-sulfate-day5-sample3-replicate3A-08April2024_000001.tif,22,20,461,304,109.8152,5.2668,F1E71844-4B2D-4747-B94F-02EA55603090,1,18.9284,1.7230,0.5650,0.9736,1.1820,0.0000,0.0000,0.0000,20.5400,171,0.0000,0,0.0000,0.0000,10103.0000,0.7419,10:33:03,2024-04-08T10:33:03.307,0.1073,2.255509e+01,3.170891e+01,3.0492
